,date,rank,track_title,track_artist,wks_on_chart,peaks
865,december-2-2023,26,Agora Hills,Doja Cat,3,26
866,december-2-2023,27,Fast Car,Luke Combs,27,6
867,december-2-2023,28,Houdini,Dua Lipa,1,28
868,december-2-2023,29,Heartbroken,"Diplo, Jessie Murph & Polo G",9,24
869,december-2-2023,30,I DO,(G)I-DLE,10,27
870,december-2-2023,31,Popular,"The Weeknd, Playboi Carti & Madonna",21,13
871,december-2-2023,32,I KNOW ?,Travis Scott,7,30
872,december-2-2023,33,Water,Tyla,2,33
873,december-2-2023,34,Pretty Girl,Ice Spice & Rema,4,33
874,december-2-2023,35,Flowers,Miley Cyrus,44,1
875,december-2-2023,36,If Only I,"Loud Luxury, Two Friends, Bebe Rexha",5,36
876,december-2-2023,37,Freak 54 (Freak Out),Pitbull & Nile Rodgers,2,37
877,december-2-2023,38,Feather,Sabrina Carpenter,2,38
878,december-2-2023,39,On My Love,Zara Larsson & David Guetta,5,37
879,december-2-2023,40,Karma,Taylor Swift,29,1
880,november-25-2023,1,Paint The Town Red,Doja Cat,14,1
881,november-25-2023,2,What It Is (Block Boy),Doechii feat. Kodak Black,17,2
882,november-25-2023,3,Cruel Summer,Taylor Swift,21,1
883,november-25-2023,4,Used To Be Young,Miley Cyrus,11,4
884,november-25-2023,5,Snooze,SZA,27,1
885,november-25-2023,6,Calm Down,Rema & Selena Gomez,51,1
886,november-25-2023,7,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice & Aqua",17,1
887,november-25-2023,8,Lil Boo Thang,Paul Russell,9,8
888,november-25-2023,9,greedy,Tate McRae,7,9
889,november-25-2023,10,What Was I Made For?,Billie Eilish,13,10
890,november-25-2023,11,Single Soon,Selena Gomez,11,10
891,november-25-2023,12,Daylight,David Kushner,17,8
892,november-25-2023,13,bad idea right?,Olivia Rodrigo,12,11
893,november-25-2023,14,Dance The Night (From Barbie The Album),Dua Lipa,24,1
894,november-25-2023,15,vampire,Olivia Rodrigo,19,1
895,november-25-2023,16,Need A Favor,Jelly Roll,12,16
896,november-25-2023,17,get him back!,Olivia Rodrigo,5,17
897,november-25-2023,18,Dial Drunk,Noah Kahan,13,18
898,november-25-2023,19,Better Place (From TROLLS Band Together),"*NSYNC, Justin Timberlake",6,14
899,november-25-2023,20,Good Good,Usher,7,20
900,november-25-2023,21,Sure Thing,Miguel,37,1
901,november-25-2023,22,TOO MUCH,"The Kid LAROI, Jung Kook & Central Cee",2,22
902,november-25-2023,23,3D,Jung Kook,5,23
903,november-25-2023,24,Fast Car,Luke Combs,26,6
904,november-25-2023,25,Last Time I Saw You,Nicki Minaj,8,23
905,november-25-2023,26,Strangers,Kenya Grace,3,26
906,november-25-2023,27,Popular,"The Weeknd, Playboi Carti & Madonna",20,13
907,november-25-2023,28,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1,28
908,november-25-2023,29,I DO,(G)I-DLE,9,27
909,november-25-2023,30,Heartbroken,"Diplo, Jessie Murph & Polo G",8,24
910,november-25-2023,31,Agora Hills,Doja Cat,2,31
911,november-25-2023,32,Flowers,Miley Cyrus,43,1
912,november-25-2023,33,I KNOW ?,Travis Scott,6,30
913,november-25-2023,34,Pretty Girl,Ice Spice & Rema,3,33
914,november-25-2023,35,Water,Tyla,1,35
915,november-25-2023,36,If Only I,"Loud Luxury, Two Friends, Bebe Rexha",4,36
916,november-25-2023,37,Karma,Taylor Swift,28,1
917,november-25-2023,38,On My Love,Zara Larsson & David Guetta,4,37
918,november-25-2023,39,Freak 54 (Freak Out),Pitbull & Nile Rodgers,1,39
919,november-25-2023,40,Feather,Sabrina Carpenter,1,40
920,november-18-2023,1,Paint The Town Red,Doja Cat,13,1
921,november-18-2023,2,Cruel Summer,Taylor Swift,20,1
922,november-18-2023,3,What It Is (Block Boy),Doechii feat. Kodak Black,16,3
923,november-18-2023,4,Used To Be Young,Miley Cyrus,10,4
924,november-18-2023,5,Snooze,SZA,26,1
925,november-18-2023,6,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice & Aqua",16,1
926,november-18-2023,7,Calm Down,Rema & Selena Gomez,50,1
927,november-18-2023,8,Daylight,David Kushner,16,8
928,november-18-2023,9,Dance The Night (From Barbie The Album),Dua Lipa,23,1
929,november-18-2023,10,Single Soon,Selena Gomez,10,10
930,november-18-2023,11,What Was I Made For?,Billie Eilish,12,11
931,november-18-2023,12,bad idea right?,Olivia Rodrigo,11,11
932,november-18-2023,13,Lil Boo Thang,Paul Russell,8,13
933,november-18-2023,14,greedy,Tate McRae,6,14
934,november-18-2023,15,vampire,Olivia Rodrigo,18,1
935,november-18-2023,16,Better Place (From TROLLS Band Together),"*NSYNC, Justin Timberlake",5,14
936,november-18-2023,17,Sure Thing,Miguel,36,1
937,november-18-2023,18,Need A Favor,Jelly Roll,11,18
938,november-18-2023,19,Dial Drunk,Noah Kahan,12,18
939,november-18-2023,20,Good Good,Usher,6,20
940,november-18-2023,21,get him back!,Olivia Rodrigo,4,21
941,november-18-2023,22,Fast Car,Luke Combs,25,6
942,november-18-2023,23,Last Time I Saw You,Nicki Minaj,7,23
943,november-18-2023,24,Heartbroken,"Diplo, Jessie Murph & Polo G",7,24
944,november-18-2023,25,Popular,"The Weeknd, Playboi Carti & Madonna",19,13
945,november-18-2023,26,3D,Jung Kook,4,26
946,november-18-2023,27,TOO MUCH,"The Kid LAROI, Jung Kook & Central Cee",1,27
947,november-18-2023,28,I DO,(G)I-DLE,8,27
948,november-18-2023,29,Flowers,Miley Cyrus,42,1
949,november-18-2023,30,I KNOW ?,Travis Scott,5,30
950,november-18-2023,31,Strangers,Kenya Grace,2,31
951,november-18-2023,32,Agora Hills,Doja Cat,1,32
952,november-18-2023,33,Pretty Girl,Ice Spice & Rema,2,33
953,november-18-2023,34,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,1,34
954,november-18-2023,35,Karma,Taylor Swift,27,1
955,november-18-2023,36,If Only I,"Loud Luxury, Two Friends, Bebe Rexha",3,36
956,november-18-2023,37,On My Love,Zara Larsson & David Guetta,3,37
957,november-18-2023,38,All My Life,Lil Durk feat. J. Cole,21,9
958,november-18-2023,39,SUMMER VIBES,Tyla Yaweh,5,35
959,november-18-2023,40,Last Night,Morgan Wallen,35,4
960,november-11-2023,1,Paint The Town Red,Doja Cat,12,1
961,november-11-2023,2,Cruel Summer,Taylor Swift,19,1
962,november-11-2023,3,Snooze,SZA,25,1
963,november-11-2023,4,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice & Aqua",15,1
964,november-11-2023,5,What It Is (Block Boy),Doechii feat. Kodak Black,15,5
965,november-11-2023,6,Used To Be Young,Miley Cyrus,9,6
966,november-11-2023,7,Dance The Night (From Barbie The Album),Dua Lipa,22,1
967,november-11-2023,8,Calm Down,Rema & Selena Gomez,49,1
968,november-11-2023,9,Daylight,David Kushner,15,9
969,november-11-2023,10,Single Soon,Selena Gomez,9,10
970,november-11-2023,11,bad idea right?,Olivia Rodrigo,10,11
971,november-11-2023,12,vampire,Olivia Rodrigo,17,1
972,november-11-2023,13,Lil Boo Thang,Paul Russell,7,13
973,november-11-2023,14,Popular,"The Weeknd, Playboi Carti & Madonna",18,13
974,november-11-2023,15,What Was I Made For?,Billie Eilish,11,15
975,november-11-2023,16,Sure Thing,Miguel,35,1
976,november-11-2023,17,Better Place (From TROLLS Band Together),"*NSYNC, Justin Timberlake",4,14
977,november-11-2023,18,greedy,Tate McRae,5,18
978,november-11-2023,19,Dial Drunk,Noah Kahan,11,18
979,november-11-2023,20,Need A Favor,Jelly Roll,10,20
980,november-11-2023,21,Fast Car,Luke Combs,24,6
981,november-11-2023,22,get him back!,Olivia Rodrigo,3,22
982,november-11-2023,23,Flowers,Miley Cyrus,41,1
983,november-11-2023,24,Good Good,Usher,5,24
984,november-11-2023,25,Last Time I Saw You,Nicki Minaj,6,24
985,november-11-2023,26,Speed Drive,Charli XCX,8,23
986,november-11-2023,27,I DO,(G)I-DLE,7,27
987,november-11-2023,28,3D,Jung Kook,3,28
988,november-11-2023,29,Heartbroken,"Diplo, Jessie Murph & Polo G",6,29
989,november-11-2023,30,We Didn’t Start The Fire,Fall Out Boy,11,25
990,november-11-2023,31,Karma,Taylor Swift,26,1
991,november-11-2023,32,I KNOW ?,Travis Scott,4,32
992,november-11-2023,33,Strangers,Kenya Grace,1,33
993,november-11-2023,34,Pretty Girl,Ice Spice & Rema,1,34
994,november-11-2023,35,SUMMER VIBES,Tyla Yaweh,4,35
995,november-11-2023,36,If Only I,"Loud Luxury, Two Friends, Bebe Rexha",2,36
996,november-11-2023,37,On My Love,Zara Larsson & David Guetta,2,37
997,november-11-2023,38,All My Life,Lil Durk feat. J. Cole,20,9
998,november-11-2023,39,Last Night,Morgan Wallen,34,4
999,november-11-2023,40,Creepin',"Metro Boomin, The Weeknd & 21 Savage",44,2
1000,november-4-2023,1,Snooze,SZA,24,1
1001,november-4-2023,2,Paint The Town Red,Doja Cat,11,2
1002,november-4-2023,3,Cruel Summer,Taylor Swift,18,1
1003,november-4-2023,4,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice & Aqua",14,1
1004,november-4-2023,5,What It Is (Block Boy),Doechii feat. Kodak Black,14,5
1005,november-4-2023,6,Dance The Night (From Barbie The Album),Dua Lipa,21,1
1006,november-4-2023,7,Used To Be Young,Miley Cyrus,8,7
1007,november-4-2023,8,Calm Down,Rema & Selena Gomez,48,1
1008,november-4-2023,9,Daylight,David Kushner,14,9
1009,november-4-2023,10,Single Soon,Selena Gomez,8,10
1010,november-4-2023,11,vampire,Olivia Rodrigo,16,1
1011,november-4-2023,12,bad idea right?,Olivia Rodrigo,9,11
1012,november-4-2023,13,Popular,"The Weeknd, Playboi Carti & Madonna",17,13
1013,november-4-2023,14,Sure Thing,Miguel,34,1
1014,november-4-2023,15,What Was I Made For?,Billie Eilish,10,15
1015,november-4-2023,16,Better Place (From TROLLS Band Together),"*NSYNC, Justin Timberlake",3,14
1016,november-4-2023,17,Lil Boo Thang,Paul Russell,6,17
1017,november-4-2023,18,Dial Drunk,Noah Kahan,10,18
1018,november-4-2023,19,Fast Car,Luke Combs,23,6
1019,november-4-2023,20,greedy,Tate McRae,4,20
1020,november-4-2023,21,Need A Favor,Jelly Roll,9,21
1021,november-4-2023,22,Flowers,Miley Cyrus,40,1
1022,november-4-2023,23,Speed Drive,Charli XCX,7,23
1023,november-4-2023,24,Last Time I Saw You,Nicki Minaj,5,24
1024,november-4-2023,25,Keep Going Up,"Timbaland feat. Nelly Furtado, Justin Timberlake",7,20
1025,november-4-2023,26,Good Good,Usher,4,26
1026,november-4-2023,27,I DO,(G)I-DLE,6,27
1027,november-4-2023,28,get him back!,Olivia Rodrigo,2,28
1028,november-4-2023,29,We Didn’t Start The Fire,Fall Out Boy,10,25
1029,november-4-2023,30,Karma,Taylor Swift,25,1
1030,november-4-2023,31,3D,Jung Kook,2,31
1031,november-4-2023,32,Heartbroken,"Diplo, Jessie Murph & Polo G",5,31
1032,november-4-2023,33,I KNOW ?,Travis Scott,3,33
1033,november-4-2023,34,All My Life,Lil Durk feat. J. Cole,19,9
1034,november-4-2023,35,Last Night,Morgan Wallen,33,4
1035,november-4-2023,36,SUMMER VIBES,Tyla Yaweh,3,36
1036,november-4-2023,37,If Only I,"Loud Luxury, Two Friends, Bebe Rexha",1,37
1037,november-4-2023,38,On My Love,Zara Larsson & David Guetta,1,38
1038,november-4-2023,39,Creepin',"Metro Boomin, The Weeknd & 21 Savage",43,2
1039,november-4-2023,40,Kill Bill,SZA,41,1
1040,october-28-2023,1,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice & Aqua",13,1
1041,october-28-2023,2,Snooze,SZA,23,2
1042,october-28-2023,3,Cruel Summer,Taylor Swift,17,1
1043,october-28-2023,4,Paint The Town Red,Doja Cat,10,4
1044,october-28-2023,5,What It Is (Block Boy),Doechii feat. Kodak Black,13,5
1045,october-28-2023,6,Dance The Night (From Barbie The Album),Dua Lipa,20,1
1046,october-28-2023,7,Used To Be Young,Miley Cyrus,7,7
1047,october-28-2023,8,Calm Down,Rema & Selena Gomez,47,1
1048,october-28-2023,9,vampire,Olivia Rodrigo,15,1
1049,october-28-2023,10,Single Soon,Selena Gomez,7,10
1050,october-28-2023,11,bad idea right?,Olivia Rodrigo,8,11
1051,october-28-2023,12,Sure Thing,Miguel,33,1
1052,october-28-2023,13,Daylight,David Kushner,13,13
1053,october-28-2023,14,Better Place (From TROLLS Band Together),"*NSYNC, Justin Timberlake",2,14
1054,october-28-2023,15,Fast Car,Luke Combs,22,6
1055,october-28-2023,16,Popular,"The Weeknd, Playboi Carti & Madonna",16,15
1056,october-28-2023,17,What Was I Made For?,Billie Eilish,9,17
1057,october-28-2023,18,Dial Drunk,Noah Kahan,9,18
1058,october-28-2023,19,Lil Boo Thang,Paul Russell,5,19
1059,october-28-2023,20,Keep Going Up,"Timbaland feat. Nelly Furtado, Justin Timberlake",6,20
1060,october-28-2023,21,Flowers,Miley Cyrus,39,1
1061,october-28-2023,22,Need A Favor,Jelly Roll,8,22
1062,october-28-2023,23,greedy,Tate McRae,3,23
1063,october-28-2023,24,Speed Drive,Charli XCX,6,24
